text,intent,sentiment
I would like to understand this better. What should I expect if payment for my Postpaid Gold service in India is more than 7 days late? Kindly confirm.,Billing,Neutral
Could you clarify one point? Please clarify the refund rule before I make a decision about my ZENDOffice Net 200 service in USA. Kindly confirm.,Refund,Neutral
"I would like to understand this better. I need clarification about cloud networking, which ZENDS lists under Cloud & Data Center Services. I use ZENDCloud VM Basic. Please let me know.",Technical,Neutral
This is blocking my work. I need practical help with fiber connectivity listed under Home & Office Internet; I use ZENDOffice Net 1G. Is there a recommended troubleshooting path? Please respond clearly.,Technical,Angry
"I would like to understand this better. I need clarification about monitoring add-ons, which ZENDS lists under Business Connectivity. I use ZENDEnterprise Dedicated.",Technical,Neutral
"I am glad someone is looking into this, but I want this troubleshooting problem with ZENDOffice Net 200 formally addressed because earlier support did not resolve it. I would appreciate a quick confirmation.",Complaint,Happy
Can you help me use dedicated enterprise support listed under Cloud & Data Center Services? My product is ZENDArchive Storage in USA. Kindly confirm.,Technical,Neutral
I am pleased with the guidance so far. I want to understand the refund window for ZENDCloud VM Basic; is the usage threshold below 10%? I would appreciate a quick confirmation.,Refund,Happy
"This is blocking my work. I need clarification about international roaming, which ZENDS lists under Mobile Connectivity. I use Postpaid Gold. I need this resolved promptly.",Technical,Angry
This has happened again. The issue with sensor connectivity was not resolved after prior support for my ZENDSmart Lighting service. What is the escalation route?,Complaint,Angry
I should not have to keep asking about this. I have had to report the MPLS connectivity issue on my ZENDBiz Connect 500 account repeatedly. Please provide an escalation option.,Complaint,Angry
"I need this technical issue handled promptly. For my Postpaid Platinum account in USA, how do I get assistance with family plan support listed under Mobile Connectivity? I need this resolved promptly.",Technical,Angry
"I am glad someone is looking into this, but the support provided for API integrations on ZENDCloud VM Enterprise did not resolve my problem. Who can formally review this?",Complaint,Happy
I would like to understand this better. Can you confirm whether the billing policy for ZENDBiz Connect 500 in India changes for enterprise customers? Please let me know.,Billing,Neutral
Please address this refund request promptly. I am deciding whether to keep Postpaid Silver in USA. What does ZENDS require for a full refund?,Refund,Angry
"This is blocking my work. For my ZENDSmart Lighting account in Singapore, how do I get assistance with remote monitoring listed under IoT & Smart Solutions? I need this resolved promptly.",Technical,Angry
Could you clarify one point? Does the refund policy apply to an enterprise ZENDBiz Connect 100 account when less than 10% has been used within 7 days? Please let me know.,Refund,Neutral
I appreciate the clarification so far. What help is available for dedicated enterprise support under Cloud & Data Center Services for an individual customer using ZENDStorage 10TB? I would appreciate a quick confirmation.,Technical,Happy
That sounds promising. Can you confirm whether the billing policy for ZENDBiz Connect 1G in USA changes for enterprise customers?,Billing,Happy
Good to know. I am reviewing the $132 charge for ZENDBiz Connect 500 in Singapore. Which billing rule applies to an individual customer? I would appreciate a quick confirmation.,Billing,Happy
I am within 7 days of starting ZENDStorage 10TB in Thailand and my usage is below 10%. Can I request a full refund? Please let me know.,Refund,Neutral
I am pleased with the guidance so far. Please explain whether my ZENDOffice Net 500 service in Thailand is eligible for a refund before the 7-day period ends.,Refund,Happy
I would like to understand this better. I want this reporting dashboards problem with ZENDSmart Parking formally addressed because earlier support did not resolve it. Kindly confirm.,Complaint,Neutral
I need a clear decision about my refund request. Please clarify the refund rule before I make a decision about my Prepaid Basic service in USA. I need this resolved promptly.,Refund,Angry
I appreciate the clarification so far. The listed price for ZENDStorage 1TB is $15 for an enterprise customer in USA. When is that charge billed? I would appreciate a quick confirmation.,Billing,Happy
"I need a clear product answer before I decide. What does ZENDStorage 10TB include for an individual customer in USA, and is its listed price $120?",Product Inquiry,Angry
This has been helpful so far. How does monthly billing in advance apply to my enterprise Prepaid Unlimited service in Singapore? Could you confirm that for me?,Billing,Happy
"This has been helpful so far. I need clarification about voice calling, which ZENDS lists under Mobile Connectivity. I use Postpaid Silver. I would appreciate a quick confirmation.",Technical,Happy
I need a clear decision about my refund request. I need to check refund eligibility for ZENDFiber Home 1 Gbps: I am still within 7 days and usage is under 10%. I need this resolved promptly.,Refund,Angry
Could you clarify one point? Does the refund policy apply to an enterprise Prepaid Unlimited account when less than 10% has been used within 7 days? Kindly confirm.,Refund,Neutral
This has been helpful so far. What information is relevant when requesting a refund for an enterprise Prepaid Plus service in USA? I would appreciate a quick confirmation.,Refund,Happy
I appreciate the clarification so far. Where can an enterprise customer using ZENDSmart Parking in Singapore get technical assistance with real-time data processing under IoT & Smart Solutions? Could you confirm that for me?,Technical,Happy
Could you clarify one point? Would an enterprise customer using less than 10% of ZENDBiz Connect 1G qualify for a refund within 7 days?,Refund,Neutral
I am pleased with the guidance so far. Can you help me use smart city integrations listed under IoT & Smart Solutions? My product is ZENDSmart Traffic in Thailand. I would appreciate a quick confirmation.,Technical,Happy
I need practical help with router and WiFi equipment listed under Home & Office Internet; I use ZENDFiber Home 100 Mbps. Is there a recommended troubleshooting path? Kindly confirm.,Technical,Neutral
